time_stamp,time_stamp.1,sbert_jap_en__ai,sbert_jap_en__fansub,sbert_jap_en__official,sbert_jap_sp__ai,sbert_jap_sp__fansub,sbert_jap_sp__official,comet_jap_en__ai,comet_jap_en__fansub,comet_jap_en__official,comet_jap_sp__ai,comet_jap_sp__fansub,comet_jap_sp__official,comet_jap_en_norm__ai,comet_jap_en_norm__fansub,comet_jap_en_norm__official,sbert_jap_en_norm__ai,sbert_jap_en_norm__fansub,sbert_jap_en_norm__official,qe_mix_en__ai,qe_mix_en__fansub,qe_mix_en__official,comet_jap_sp_norm__ai,comet_jap_sp_norm__fansub,comet_jap_sp_norm__official,sbert_jap_sp_norm__ai,sbert_jap_sp_norm__fansub,sbert_jap_sp_norm__official,qe_mix_sp__ai,qe_mix_sp__fansub,qe_mix_sp__official
10,0:01:18.03,0.828147828578949,0.7630771994590759,0.7740845084190369,0.8503116965293884,0.8326613306999207,0.7177878022193909,0.4312813580036163,0.0644751638174057,-0.0951994955539703,-0.2311501950025558,0.1938366889953613,0.0504451170563697,0.8582905344892819,0.6872098089381599,0.628830408684088,0.7977888939862985,0.749705709552537,0.7836978510906216,0.8340898782880886,0.7122081691839107,0.6907773856467014,0.4936147495375081,0.7762188406396364,0.6353535908761743,0.8019089087941461,0.823381756269204,0.7049987644859851,0.6169324132401633,0.7950840068914635,0.6632116603200986
11,0:01:21.41,0.9201773405075072,0.4531035423278808,0.6556112170219421,0.9837301969528198,0.7900916337966919,0.6868909597396851,0.517665684223175,-0.4882238805294037,-0.4169121980667114,0.5430669784545898,-0.3760992288589477,-0.2599502801895141,0.9043192196105287,0.3662425028603305,0.4568583662303337,0.9192768597260406,0.3942197329939221,0.6600452907024351,0.9103022756567336,0.3774333949137671,0.5381331360191743,0.8675931992929045,0.5188114798935605,0.475416905442322,1.0,0.7746429604143366,0.6715191159695589,0.9205559195757428,0.621144072101871,0.5538577896532169
12,0:01:22.34,0.7239060401916504,0.6251729726791382,0.6202290058135986,0.7222786545753479,0.5866426229476929,0.6365818381309509,-0.1334733963012695,-0.3386055529117584,-0.3544651567935943,0.020987756550312,-0.385967344045639,-0.2854928076267242,0.5573688291956997,0.4531299184375724,0.4902395325599613,0.6601795276987037,0.5915535001611497,0.6231162836957592,0.5984931085969013,0.5084993511270034,0.5433902330142805,0.615407656591206,0.5143546183304087,0.4622556691219443,0.6118137952185287,0.5417106041143791,0.6170044285953754,0.613970112042135,0.5252970126439969,0.5241551729113167
13,0:01:23.61,0.9201773405075072,0.4531035423278808,0.6556112170219421,0.9837301969528198,0.7900916337966919,0.6868909597396851,0.517665684223175,-0.4882238805294037,-0.4169121980667114,0.5430669784545898,-0.3760992288589477,-0.2599502801895141,0.9043192196105287,0.3662425028603305,0.4568583662303337,0.9192768597260406,0.3942197329939221,0.6600452907024351,0.9103022756567336,0.3774333949137671,0.5381331360191743,0.8675931992929045,0.5188114798935605,0.475416905442322,1.0,0.7746429604143366,0.6715191159695589,0.9205559195757428,0.621144072101871,0.5538577896532169
14,0:01:24.27,0.546360969543457,0.4629350900650024,0.5393139123916626,0.5688773393630981,0.6745046377182007,0.5952267646789551,-0.1733646392822265,-0.5404406189918518,-0.2604904770851135,0.0976330190896987,-0.1932276934385299,-0.3950052559375763,0.5361133359526455,0.3359188284340978,0.5404738487127866,0.4258026521925936,0.4054948115949855,0.5386638441823158,0.4919890624486248,0.3637492216984529,0.5397498469005982,0.6524304422491138,0.6014040623462868,0.4058274548120879,0.384053523394405,0.6423053725251529,0.5721922985386154,0.5450796747072304,0.6177645864178333,0.4723733923026989
15,0:01:25.51,0.9201773405075072,0.4531035423278808,0.6556112170219421,0.9837301969528198,0.7900916337966919,0.6868909597396851,0.517665684223175,-0.4882238805294037,-0.4169121980667114,0.5430669784545898,-0.3760992288589477,-0.2599502801895141,0.9043192196105287,0.3662425028603305,0.4568583662303337,0.9192768597260406,0.3942197329939221,0.6600452907024351,0.9103022756567336,0.3774333949137671,0.5381331360191743,0.8675931992929045,0.5188114798935605,0.475416905442322,1.0,0.7746429604143366,0.6715191159695589,0.9205559195757428,0.621144072101871,0.5538577896532169
16,0:01:26.32,0.7144825458526611,0.5574040412902832,0.6136754751205444,0.6406022310256958,0.6223973035812378,0.6618627905845642,-0.3116439282894134,-0.4470633268356323,-0.5127753615379333,0.0637153983116149,-0.4550291895866394,-0.4854004681110382,0.4624331426693807,0.390145551311183,0.4056145580453856,0.6477395925799289,0.5138342998327666,0.6162762538441147,0.5365557226336,0.4396210507198164,0.4898792363648772,0.6360468490237935,0.4831633443080785,0.3592497325185431,0.4905459664287172,0.5826467677947494,0.6443987295781829,0.577846495985763,0.5229567137027469,0.473309331342399
17,0:01:27.36,0.9201773405075072,0.4531035423278808,0.6556112170219421,0.9837301969528198,0.7900916337966919,0.7537773251533508,0.517665684223175,-0.4882238805294037,-0.4169121980667114,0.5430669784545898,-0.3760998845100403,0.0850057303905487,0.9043192196105287,0.3662425028603305,0.4568583662303337,0.9192768597260406,0.3942197329939221,0.6600452907024351,0.9103022756567336,0.3774333949137671,0.5381331360191743,0.8675931992929045,0.5188111837735723,0.6531615545002317,1.0,0.7746429604143366,0.7439968135226873,0.9205559195757428,0.6211438944298779,0.689495658109214
18,0:01:27.95,0.6263061165809631,0.3703028857707977,0.4788898229598999,0.4530165195465088,0.6716352105140686,0.4852475523948669,-0.642427921295166,-0.5141817927360535,-0.4913346469402313,-0.0292276255786418,-0.5777100920677185,-0.38950315117836,0.2861794989410904,0.351168040116832,0.4170757265110256,0.531338073176797,0.2992617532471749,0.4755982090568496,0.3842429286353731,0.3304055253689692,0.4404847195293552,0.5911515803812141,0.427755418026665,0.4086625110207397,0.2120309316801132,0.6390201147738347,0.4530194292137581,0.4395033209007737,0.5122612967255329,0.426405278297947
19,0:01:28.89,0.9201773405075072,0.4531035423278808,0.6556112170219421,0.9837301969528198,0.7900916337966919,0.6868909597396851,0.517665684223175,-0.4882238805294037,-0.4169121980667114,0.5430669784545898,-0.3760998845100403,-0.2599499523639679,0.9043192196105287,0.3662425028603305,0.4568583662303337,0.9192768597260406,0.3942197329939221,0.6600452907024351,0.9103022756567336,0.3774333949137671,0.5381331360191743,0.8675931992929045,0.5188111837735723,0.4754170743601982,1.0,0.7746429604143366,0.6715191159695589,0.9205559195757428,0.6211438944298779,0.5538578910039424
20,0:01:29.51,0.7208825349807739,0.6534176468849182,0.7223232984542847,0.697314441204071,0.7648825645446777,0.6962364912033081,-0.1147215068340301,-0.210926666855812,0.0409284122288227,0.2498559355735778,-0.0342040248215198,-0.0059126876294612,0.567360512334169,0.5272765060236376,0.70159780068794,0.656188204809172,0.6239452384964238,0.7296738084945612,0.6028915893241702,0.565943999012752,0.7128282038105884,0.7259603151007877,0.6732259313538951,0.6063142411958697,0.574748558747444,0.745780652966901,0.6816458824443796,0.6654756125594503,0.7022478199990975,0.6364468976952737
21,0:01:30.45,0.9201773405075072,0.4531035423278808,0.6556112170219421,0.9837301969528198,0.7900916337966919,0.6868909597396851,0.517665684223175,-0.4882238805294037,-0.4169121980667114,0.5430669784545898,-0.3760998845100403,-0.2599499523639679,0.9043192196105287,0.3662425028603305,0.4568583662303337,0.9192768597260406,0.3942197329939221,0.6600452907024351,0.9103022756567336,0.3774333949137671,0.5381331360191743,0.8675931992929045,0.5188111837735723,0.4754170743601982,1.0,0.7746429604143366,0.6715191159695589,0.9205559195757428,0.6211438944298779,0.5538578910039424
22,0:01:33.27,0.4969078302383423,0.5753031969070435,0.5753031969070435,0.8499559164047241,0.682713508605957,0.6845827102661133,-0.0982299745082855,-0.2240706384181976,-0.2240706384181976,0.1394965201616287,-0.406526654958725,-0.5679623484611511,0.5761477956505803,0.5196434457050183,0.5599421320365937,0.3605196666837017,0.5343615242197911,0.5762264637768862,0.4898965440638289,0.5255306771109274,0.5664558647327107,0.6726522195087219,0.5050691569388559,0.3167082721633076,0.8013806696601398,0.6517038534047989,0.6690179095399968,0.7241435995692891,0.5637230355252332,0.4576321271139832
23,0:01:36.03,0.9278618693351746,0.5194498896598816,0.5378115773200989,0.8909522294998169,0.6081029176712036,0.4695040285587311,0.456074059009552,0.1673369407653808,0.3241647779941559,0.6104047894477844,0.29775270819664,0.2221202999353408,0.8715009799236418,0.7469444290412003,0.8530022554620375,0.9294211901193868,0.4703074763547426,0.5370958318820821,0.8946690640019398,0.6362896479666172,0.7266396860300552,0.9001201065077193,0.8231517455573387,0.723812247043561,0.8622493225879576,0.5662808735690142,0.4359598334058688,0.8849717929398146,0.7204033967620089,0.6086712815884842
